train_index,match_date,match_time,tournament,match_id,homeTeam,awayTeam,firstHalfHomeGoal,firstHalfAwayGoal,totalHomeGoal,totalAwayGoal,homeCorner,awayCorner,index,distance
362,2025-05-18,17:00:00,Belçika Pro Lig Avrupa Ligi Playoff,2129262,Mechelen,Charleroi,,,,,,,362,131.56184933330783
32,2025-05-18,16:30:00,Rusya Premier Ligi,2129696,D. Moskova,Akron Tolyatti,,,,,,,32,131.90661166143263
410,2025-05-17,16:30:00,Almanya Bundesliga,2127177,Leipzig,Stuttgart,2.0,3.0,2.0,3.0,,,410,132.62372072898572
121,2025-05-17,21:30:00,ABD Major Ligi,2127792,Montreal Impact,Toronto,0.0,3.0,1.0,6.0,,,121,134.62854637854488
377,2025-05-18,19:00:00,Türkiye Süper Lig,2129831,Rizespor,Göztepe,,,,,,,377,136.31074865908408
756,2025-05-17,16:30:00,Rusya Premier Ligi,2127578,Khimki,R. Kazan,3.0,2.0,3.0,2.0,,,756,136.77733584187115
636,2025-05-19,20:10:00,İsveç Allsvenskan,2131247,Elfsborg,Djurgarden,,,,,,,636,141.62413283053135
627,2025-05-17,16:30:00,Almanya Bundesliga,2127179,Mainz,B.Leverkusen,2.0,2.0,2.0,2.0,,,627,142.2570268914685
414,2025-05-18,02:30:00,ABD Major Ligi,2127796,Atlanta Utd.,Philadelphia U.,0.0,0.0,0.0,1.0,,,414,143.58894073012723
347,2025-05-17,08:00:00,Japonya J. Lig,2127359,V. Kobe,Gamba Osaka,3.0,2.0,3.0,2.0,,,347,145.51974505200312
296,2025-05-17,17:00:00,Finlandiya Veikkausliiga,2127144,Inter Turku,Tampereen,3.0,1.0,3.0,1.0,,,296,146.56419207978456
641,2025-05-18,20:00:00,İspanya La Liga,2129792,Osasuna,Espanyol,,,,,,,641,147.1925347971153
576,2025-05-19,20:00:00,Türkiye 1. Lig Yükselme Playoff,2174497,Boluspor,Bandırmaspor,,,,,,,576,148.2392785330527
794,2025-05-19,04:15:00,Meksika Primera Ligi Kapanış Play-Off,2146213,America,Cruz Azul,,,,,,,794,149.30686722317904
41,2025-05-17,19:15:00,Belçika Pro Lig Avrupa Ligi Playoff,2126960,S. Liege,FCV Dender,0.0,0.0,0.0,0.0,,,41,150.13545650511736
702,2025-05-17,14:35:00,Çin Süper Ligi,2127029,Chengdu R.,Qingdao Yth. Is.,1.0,1.0,1.0,1.0,,,702,152.25682546276863
422,2025-05-17,10:00:00,Japonya J. Lig,2127356,Urawa Red,Tokyo,3.0,2.0,3.0,2.0,,,422,152.9624535629576
231,2025-05-18,13:15:00,Polonya Ekstraklasa,2127497,Motor Lublin,Zaglebie Lubin,1.0,0.0,1.0,0.0,,,231,156.7428907478741
323,2025-05-16,18:00:00,Finlandiya Veikkausliiga,2125661,Gnistan,Seinöjoen,1.0,1.0,2.0,2.0,,,323,157.75270996087505
573,2025-05-17,20:00:00,Portekiz Premier Lig,2127510,Avs Futebol Sad,Moreirense,0.0,3.0,0.0,3.0,,,573,158.98972513970833
266,2025-05-18,21:45:00,İtalya Serie A,2129620,Roma,Milan,,,,,,,266,160.81385325897767
203,2025-05-19,22:00:00,İrlanda Premier Lig,2131239,Shamrock,St Patricks,,,,,,,203,162.26535181609162
639,2025-05-18,22:00:00,Brezilya Serie A,2129352,Corinthians,Santos,,,,,,,639,162.4327639363437
744,2025-05-17,16:30:00,Almanya Bundesliga,2127172,Heidenheim,W. Bremen,1.0,4.0,1.0,4.0,,,744,163.49151109461312
632,2025-05-17,16:00:00,İsveç Superettan (2.Lig),2127684,Orebro,Sundsvall,1.0,2.0,1.0,2.0,,,632,164.7893819394927
486,2025-05-16,20:00:00,İsveç Superettan (2.Lig),2125800,Orgryte,Varbergs,2.0,0.0,5.0,1.0,,,486,165.24537270374623
508,2025-05-17,22:00:00,Fransa Ligue 1,2129489,Lille,Reims,1.0,0.0,2.0,1.0,,,508,165.766722535013
451,2025-05-17,09:00:00,Japonya J. Lig,2127361,Kashima,Shimizu,1.0,0.0,1.0,0.0,,,451,166.06837326836194
241,2025-05-19,20:00:00,Danimarka Süper Lig Şampiyonluk Turu,2131219,Brondby,Midtjylland,,,,,,,241,166.84275141581668
